value,sensorType,name,timeStamp,hasError,statusCode,timeStampMillis,stateData
917.90137,2,PressureSensor,"2020-12-12 18:30:09.448533",,0,0,defaultData
33.996094,1,HumiditySensor,"2020-12-12 18:30:09.447863",,0,0,defaultData
25.0,3,TempSensor,"2020-12-12 18:30:09.448908",,0,0,defaultData
33.421875,1,HumiditySensor,"2020-12-12 18:30:14.448270",,0,0,defaultData
84.625,3,TempSensor,"2020-12-12 18:30:14.449422",,0,0,defaultData
917.93164,2,PressureSensor,"2020-12-12 18:30:14.448908",,0,0,defaultData
33.429688,1,HumiditySensor,"2020-12-12 18:30:19.447674",,0,0,defaultData
917.9182,2,PressureSensor,"2020-12-12 18:30:19.448304",,0,0,defaultData
84.65625,3,TempSensor,"2020-12-12 18:30:19.449091",,0,0,defaultData
33.46875,1,HumiditySensor,"2020-12-12 18:30:24.447519",,0,0,defaultData
84.546875,3,TempSensor,"2020-12-12 18:30:24.448647",,0,0,defaultData
917.8928,2,PressureSensor,"2020-12-12 18:30:24.448148",,0,0,defaultData
917.8242,2,PressureSensor,"2020-12-12 18:30:29.449070",,0,0,defaultData
23.703125,3,TempSensor,"2020-12-12 18:30:29.449578",,0,0,defaultData
33.679688,1,HumiditySensor,"2020-12-12 18:30:29.448428",,0,0,defaultData
33.625,1,HumiditySensor,"2020-12-12 18:30:34.447696",,0,0,defaultData
20.375,3,TempSensor,"2020-12-12 18:30:34.448814",,0,0,defaultData
917.8994,2,PressureSensor,"2020-12-12 18:30:34.448320",,0,0,defaultData
917.8987,2,PressureSensor,"2020-12-12 18:30:39.447981",,0,0,defaultData
20.390625,3,TempSensor,"2020-12-12 18:30:39.448482",,0,0,defaultData
33.76172,1,HumiditySensor,"2020-12-12 18:30:39.447357",,0,0,defaultData
34.05078,1,HumiditySensor,"2020-12-12 18:30:44.447017",,0,0,defaultData
917.9038,2,PressureSensor,"2020-12-12 18:30:44.447376",,0,0,defaultData
20.359375,3,TempSensor,"2020-12-12 18:30:44.447651",,0,0,defaultData
33.375,1,HumiditySensor,"2020-12-12 18:30:49.449363",,0,0,defaultData
917.8967,2,PressureSensor,"2020-12-12 18:30:49.449867",,0,0,defaultData
66.34375,3,TempSensor,"2020-12-12 18:30:49.450613",,0,0,defaultData
66.375,3,TempSensor,"2020-12-12 18:30:54.448898",,0,0,defaultData
33.625,1,HumiditySensor,"2020-12-12 18:30:54.447796",,0,0,defaultData
917.9153,2,PressureSensor,"2020-12-12 18:30:54.448399",,0,0,defaultData
33.777344,1,HumiditySensor,"2020-12-12 18:30:59.448409",,0,0,defaultData
917.9031,2,PressureSensor,"2020-12-12 18:30:59.449053",,0,0,defaultData
66.421875,3,TempSensor,"2020-12-12 18:30:59.449685",,0,0,defaultData
917.9072,2,PressureSensor,"2020-12-12 18:31:04.448109",,0,0,defaultData
66.234375,3,TempSensor,"2020-12-12 18:31:04.448499",,0,0,defaultData
33.58203,1,HumiditySensor,"2020-12-12 18:31:04.447632",,0,0,defaultData
66.453125,3,TempSensor,"2020-12-12 18:31:09.449037",,0,0,defaultData
631.28467,2,PressureSensor,"2020-12-12 18:31:09.448537",,0,0,defaultData
33.625,1,HumiditySensor,"2020-12-12 18:31:09.447909",,0,0,defaultData
66.203125,3,TempSensor,"2020-12-12 18:31:14.448858",,0,0,defaultData
33.796875,1,HumiditySensor,"2020-12-12 18:31:14.447719",,0,0,defaultData
368.97803,2,PressureSensor,"2020-12-12 18:31:14.448340",,0,0,defaultData
33.535156,1,HumiditySensor,"2020-12-12 18:31:19.449098",,0,0,defaultData
369.00537,2,PressureSensor,"2020-12-12 18:31:19.449707",,0,0,defaultData
66.140625,3,TempSensor,"2020-12-12 18:31:19.450154",,0,0,defaultData
368.9773,2,PressureSensor,"2020-12-12 18:31:24.447961",,0,0,defaultData
33.429688,1,HumiditySensor,"2020-12-12 18:31:24.447468",,0,0,defaultData
66.34375,3,TempSensor,"2020-12-12 18:31:24.448507",,0,0,defaultData
33.578125,1,HumiditySensor,"2020-12-12 18:31:29.447432",,0,0,defaultData
383.83813,2,PressureSensor,"2020-12-12 18:31:29.447914",,0,0,defaultData
66.296875,3,TempSensor,"2020-12-12 18:31:29.448436",,0,0,defaultData
33.382812,1,HumiditySensor,"2020-12-12 18:31:34.448001",,0,0,defaultData
944.2612,2,PressureSensor,"2020-12-12 18:31:34.448652",,0,0,defaultData
66.28125,3,TempSensor,"2020-12-12 18:31:34.449153",,0,0,defaultData
944.1743,2,PressureSensor,"2020-12-12 18:31:39.448770",,0,0,defaultData
33.117188,1,HumiditySensor,"2020-12-12 18:31:39.448146",,0,0,defaultData
66.28125,3,TempSensor,"2020-12-12 18:31:39.449408",,0,0,defaultData
944.1865,2,PressureSensor,"2020-12-12 18:31:44.447883",,0,0,defaultData
34.003906,1,HumiditySensor,"2020-12-12 18:31:44.447262",,0,0,defaultData
66.328125,3,TempSensor,"2020-12-12 18:31:44.448374",,0,0,defaultData
33.35547,1,HumiditySensor,"2020-12-12 18:31:49.448056",,0,0,defaultData
944.19727,2,PressureSensor,"2020-12-12 18:31:49.449260",,0,0,defaultData
66.3125,3,TempSensor,"2020-12-12 18:31:49.450467",,0,0,defaultData
16.042969,1,HumiditySensor,"2020-12-12 18:31:54.446875",,0,0,defaultData
944.19385,2,PressureSensor,"2020-12-12 18:31:54.447359",,0,0,defaultData
66.40625,3,TempSensor,"2020-12-12 18:31:54.447748",,0,0,defaultData
944.2595,2,PressureSensor,"2020-12-12 18:31:59.449017",,0,0,defaultData
16.332031,1,HumiditySensor,"2020-12-12 18:31:59.448369",,0,0,defaultData
66.359375,3,TempSensor,"2020-12-12 18:31:59.449676",,0,0,defaultData
66.421875,3,TempSensor,"2020-12-12 18:32:04.448655",,0,0,defaultData
16.246094,1,HumiditySensor,"2020-12-12 18:32:04.447530",,0,0,defaultData
944.20703,2,PressureSensor,"2020-12-12 18:32:04.448157",,0,0,defaultData
16.386719,1,HumiditySensor,"2020-12-12 18:32:09.447441",,0,0,defaultData
944.1582,2,PressureSensor,"2020-12-12 18:32:09.448075",,0,0,defaultData
66.375,3,TempSensor,"2020-12-12 18:32:09.448568",,0,0,defaultData
80.71875,1,HumiditySensor,"2020-12-12 18:32:14.447477",,0,0,defaultData
66.34375,3,TempSensor,"2020-12-12 18:32:14.448594",,0,0,defaultData
944.20386,2,PressureSensor,"2020-12-12 18:32:14.448102",,0,0,defaultData
47.070312,1,HumiditySensor,"2020-12-12 18:32:19.448879",,0,0,defaultData
944.2263,2,PressureSensor,"2020-12-12 18:32:19.450407",,0,0,defaultData
66.234375,3,TempSensor,"2020-12-12 18:32:19.450914",,0,0,defaultData
40.308594,1,HumiditySensor,"2020-12-12 18:32:24.447906",,0,0,defaultData
66.390625,3,TempSensor,"2020-12-12 18:32:24.449296",,0,0,defaultData
944.18066,2,PressureSensor,"2020-12-12 18:32:24.448528",,0,0,defaultData
40.19922,1,HumiditySensor,"2020-12-12 18:32:29.447817",,0,0,defaultData
944.19214,2,PressureSensor,"2020-12-12 18:32:29.448396",,0,0,defaultData
66.328125,3,TempSensor,"2020-12-12 18:32:29.449137",,0,0,defaultData
14.714844,1,HumiditySensor,"2020-12-12 18:32:34.448284",,0,0,defaultData
66.296875,3,TempSensor,"2020-12-12 18:32:34.449428",,0,0,defaultData
944.2263,2,PressureSensor,"2020-12-12 18:32:34.448926",,0,0,defaultData
14.980469,1,HumiditySensor,"2020-12-12 18:32:39.448653",,0,0,defaultData
944.1968,2,PressureSensor,"2020-12-12 18:32:39.449338",,0,0,defaultData
66.265625,3,TempSensor,"2020-12-12 18:32:39.449937",,0,0,defaultData
14.527344,1,HumiditySensor,"2020-12-12 18:32:44.447477",,0,0,defaultData
944.1411,2,PressureSensor,"2020-12-12 18:32:44.447904",,0,0,defaultData
66.3125,3,TempSensor,"2020-12-12 18:32:44.448243",,0,0,defaultData
944.18726,2,PressureSensor,"2020-12-12 18:32:49.448447",,0,0,defaultData
14.988281,1,HumiditySensor,"2020-12-12 18:32:49.447836",,0,0,defaultData
66.21875,3,TempSensor,"2020-12-12 18:32:49.448958",,0,0,defaultData
66.28125,3,TempSensor,"2020-12-12 18:32:54.449443",,0,0,defaultData
14.917969,1,HumiditySensor,"2020-12-12 18:32:54.448319",,0,0,defaultData
944.2385,2,PressureSensor,"2020-12-12 18:32:54.448950",,0,0,defaultData
944.23413,2,PressureSensor,"2020-12-12 18:32:59.448540",,0,0,defaultData
15.097656,1,HumiditySensor,"2020-12-12 18:32:59.447906",,0,0,defaultData
66.328125,3,TempSensor,"2020-12-12 18:32:59.449040",,0,0,defaultData
14.957031,1,HumiditySensor,"2020-12-12 18:33:04.447181",,0,0,defaultData
944.18164,2,PressureSensor,"2020-12-12 18:33:04.447533",,0,0,defaultData
66.296875,3,TempSensor,"2020-12-12 18:33:04.447801",,0,0,defaultData
66.40625,3,TempSensor,"2020-12-12 18:33:09.448188",,0,0,defaultData
944.20215,2,PressureSensor,"2020-12-12 18:33:09.447816",,0,0,defaultData
14.9296875,1,HumiditySensor,"2020-12-12 18:33:09.447370",,0,0,defaultData
14.230469,1,HumiditySensor,"2020-12-12 18:33:14.447974",,0,0,defaultData
944.2239,2,PressureSensor,"2020-12-12 18:33:14.448609",,0,0,defaultData
66.1875,3,TempSensor,"2020-12-12 18:33:14.449109",,0,0,defaultData
944.17554,2,PressureSensor,"2020-12-12 18:33:19.450138",,0,0,defaultData
14.296875,1,HumiditySensor,"2020-12-12 18:33:19.449596",,0,0,defaultData
66.25,3,TempSensor,"2020-12-12 18:33:19.450527",,0,0,defaultData
66.34375,3,TempSensor,"2020-12-12 18:33:24.449451",,0,0,defaultData
15.066406,1,HumiditySensor,"2020-12-12 18:33:24.448322",,0,0,defaultData
944.27026,2,PressureSensor,"2020-12-12 18:33:24.448935",,0,0,defaultData
944.16455,2,PressureSensor,"2020-12-12 18:33:29.445306",,0,0,defaultData
14.2265625,1,HumiditySensor,"2020-12-12 18:33:29.444680",,0,0,defaultData
66.15625,3,TempSensor,"2020-12-12 18:33:29.445800",,0,0,defaultData
14.890625,1,HumiditySensor,"2020-12-12 18:33:34.445065",,0,0,defaultData
944.24805,2,PressureSensor,"2020-12-12 18:33:34.445688",,0,0,defaultData
66.328125,3,TempSensor,"2020-12-12 18:33:34.446181",,0,0,defaultData
66.296875,3,TempSensor,"2020-12-12 18:33:39.445714",,0,0,defaultData
944.28345,2,PressureSensor,"2020-12-12 18:33:39.445214",,0,0,defaultData
14.316406,1,HumiditySensor,"2020-12-12 18:33:39.444596",,0,0,defaultData
14.839844,1,HumiditySensor,"2020-12-12 18:33:44.448230",,0,0,defaultData
944.28564,2,PressureSensor,"2020-12-12 18:33:44.448869",,0,0,defaultData
66.296875,3,TempSensor,"2020-12-12 18:33:44.449578",,0,0,defaultData
944.21265,2,PressureSensor,"2020-12-12 18:33:49.449389",,0,0,defaultData
14.7890625,1,HumiditySensor,"2020-12-12 18:33:49.448746",,0,0,defaultData
66.328125,3,TempSensor,"2020-12-12 18:33:49.449902",,0,0,defaultData
66.359375,3,TempSensor,"2020-12-12 18:33:54.444588",,0,0,defaultData
14.328125,1,HumiditySensor,"2020-12-12 18:33:54.443470",,0,0,defaultData
944.2363,2,PressureSensor,"2020-12-12 18:33:54.444089",,0,0,defaultData
66.296875,3,TempSensor,"2020-12-12 18:33:59.449487",,0,0,defaultData
14.597656,1,HumiditySensor,"2020-12-12 18:33:59.448298",,0,0,defaultData
944.17993,2,PressureSensor,"2020-12-12 18:33:59.448955",,0,0,defaultData
944.1306,2,PressureSensor,"2020-12-12 18:34:04.449147",,0,0,defaultData
14.6796875,1,HumiditySensor,"2020-12-12 18:34:04.448519",,0,0,defaultData
66.3125,3,TempSensor,"2020-12-12 18:34:04.449647",,0,0,defaultData
944.2207,2,PressureSensor,"2020-12-12 18:34:09.449139",,0,0,defaultData
66.15625,3,TempSensor,"2020-12-12 18:34:09.449640",,0,0,defaultData
14.515625,1,HumiditySensor,"2020-12-12 18:34:09.448516",,0,0,defaultData
14.53125,1,HumiditySensor,"2020-12-12 18:34:14.448507",,0,0,defaultData
66.3125,3,TempSensor,"2020-12-12 18:34:14.449652",,0,0,defaultData
944.1997,2,PressureSensor,"2020-12-12 18:34:14.449152",,0,0,defaultData
66.328125,3,TempSensor,"2020-12-12 18:34:19.448763",,0,0,defaultData
14.105469,1,HumiditySensor,"2020-12-12 18:34:19.447852",,0,0,defaultData
944.1741,2,PressureSensor,"2020-12-12 18:34:19.448373",,0,0,defaultData
66.296875,3,TempSensor,"2020-12-12 18:34:24.447547",,0,0,defaultData
14.65625,1,HumiditySensor,"2020-12-12 18:34:24.446418",,0,0,defaultData
944.25,2,PressureSensor,"2020-12-12 18:34:24.447048",,0,0,defaultData
14.5078125,1,HumiditySensor,"2020-12-12 18:34:29.446368",,0,0,defaultData
944.1575,2,PressureSensor,"2020-12-12 18:34:29.446996",,0,0,defaultData
66.265625,3,TempSensor,"2020-12-12 18:34:29.447498",,0,0,defaultData
14.796875,1,HumiditySensor,"2020-12-12 18:34:34.447765",,0,0,defaultData
944.24316,2,PressureSensor,"2020-12-12 18:34:34.448378",,0,0,defaultData
66.375,3,TempSensor,"2020-12-12 18:34:34.448890",,0,0,defaultData
66.28125,3,TempSensor,"2020-12-12 18:34:39.448840",,0,0,defaultData
14.316406,1,HumiditySensor,"2020-12-12 18:34:39.447725",,0,0,defaultData
944.2329,2,PressureSensor,"2020-12-12 18:34:39.448347",,0,0,defaultData
14.605469,1,HumiditySensor,"2020-12-12 18:34:44.447777",,0,0,defaultData
66.359375,3,TempSensor,"2020-12-12 18:34:44.448892",,0,0,defaultData
944.1633,2,PressureSensor,"2020-12-12 18:34:44.448392",,0,0,defaultData
15.066406,1,HumiditySensor,"2020-12-12 18:34:49.449443",,0,0,defaultData
944.12476,2,PressureSensor,"2020-12-12 18:34:49.450041",,0,0,defaultData
66.375,3,TempSensor,"2020-12-12 18:34:49.450450",,0,0,defaultData
66.28125,3,TempSensor,"2020-12-12 18:34:54.449084",,0,0,defaultData
14.691406,1,HumiditySensor,"2020-12-12 18:34:54.447942",,0,0,defaultData
944.22534,2,PressureSensor,"2020-12-12 18:34:54.448559",,0,0,defaultData
14.9453125,1,HumiditySensor,"2020-12-12 18:34:59.448032",,0,0,defaultData
66.09375,3,TempSensor,"2020-12-12 18:34:59.449160",,0,0,defaultData
944.20337,2,PressureSensor,"2020-12-12 18:34:59.448661",,0,0,defaultData
944.23486,2,PressureSensor,"2020-12-12 18:35:04.448548",,0,0,defaultData
14.441406,1,HumiditySensor,"2020-12-12 18:35:04.447906",,0,0,defaultData
66.4375,3,TempSensor,"2020-12-12 18:35:04.449074",,0,0,defaultData
14.78125,1,HumiditySensor,"2020-12-12 18:35:09.447823",,0,0,defaultData
66.25,3,TempSensor,"2020-12-12 18:35:09.448933",,0,0,defaultData
944.26953,2,PressureSensor,"2020-12-12 18:35:09.448438",,0,0,defaultData
944.1914,2,PressureSensor,"2020-12-12 18:35:14.448725",,0,0,defaultData
14.277344,1,HumiditySensor,"2020-12-12 18:35:14.448094",,0,0,defaultData
66.390625,3,TempSensor,"2020-12-12 18:35:14.449220",,0,0,defaultData
15.3359375,1,HumiditySensor,"2020-12-12 18:35:19.449717",,0,0,defaultData
66.234375,3,TempSensor,"2020-12-12 18:35:19.450789",,0,0,defaultData
944.20703,2,PressureSensor,"2020-12-12 18:35:19.450294",,0,0,defaultData
944.2595,2,PressureSensor,"2020-12-12 18:35:24.448367",,0,0,defaultData
66.328125,3,TempSensor,"2020-12-12 18:35:24.448885",,0,0,defaultData
14.605469,1,HumiditySensor,"2020-12-12 18:35:24.447739",,0,0,defaultData
14.203125,1,HumiditySensor,"2020-12-12 18:35:29.447968",,0,0,defaultData
66.28125,3,TempSensor,"2020-12-12 18:35:29.449123",,0,0,defaultData
944.16235,2,PressureSensor,"2020-12-12 18:35:29.448603",,0,0,defaultData
944.23267,2,PressureSensor,"2020-12-12 18:35:34.447747",,0,0,defaultData
15.121094,1,HumiditySensor,"2020-12-12 18:35:34.447111",,0,0,defaultData
66.3125,3,TempSensor,"2020-12-12 18:35:34.448250",,0,0,defaultData
944.2197,2,PressureSensor,"2020-12-12 18:35:39.448388",,0,0,defaultData
15.5078125,1,HumiditySensor,"2020-12-12 18:35:39.447729",,0,0,defaultData
66.359375,3,TempSensor,"2020-12-12 18:35:39.449053",,0,0,defaultData
944.17725,2,PressureSensor,"2020-12-12 18:35:44.448284",,0,0,defaultData
66.328125,3,TempSensor,"2020-12-12 18:35:44.448693",,0,0,defaultData
14.574219,1,HumiditySensor,"2020-12-12 18:35:44.447777",,0,0,defaultData
66.21875,3,TempSensor,"2020-12-12 18:35:49.449210",,0,0,defaultData
944.18555,2,PressureSensor,"2020-12-12 18:35:49.448712",,0,0,defaultData
14.9140625,1,HumiditySensor,"2020-12-12 18:35:49.448074",,0,0,defaultData
14.5078125,1,HumiditySensor,"2020-12-12 18:35:54.448682",,0,0,defaultData
944.1865,2,PressureSensor,"2020-12-12 18:35:54.449504",,0,0,defaultData
66.3125,3,TempSensor,"2020-12-12 18:35:54.449980",,0,0,defaultData
944.26514,2,PressureSensor,"2020-12-12 18:35:59.448685",,0,0,defaultData
66.234375,3,TempSensor,"2020-12-12 18:35:59.449092",,0,0,defaultData
14.878906,1,HumiditySensor,"2020-12-12 18:35:59.448179",,0,0,defaultData
944.2068,2,PressureSensor,"2020-12-12 18:36:04.443427",,0,0,defaultData
66.3125,3,TempSensor,"2020-12-12 18:36:04.443799",,0,0,defaultData
14.777344,1,HumiditySensor,"2020-12-12 18:36:04.442910",,0,0,defaultData
944.1692,2,PressureSensor,"2020-12-12 18:36:09.446256",,0,0,defaultData
66.296875,3,TempSensor,"2020-12-12 18:36:09.447089",,0,0,defaultData
14.339844,1,HumiditySensor,"2020-12-12 18:36:09.445579",,0,0,defaultData
944.1499,2,PressureSensor,"2020-12-12 18:36:14.444138",,0,0,defaultData
15.066406,1,HumiditySensor,"2020-12-12 18:36:14.443523",,0,0,defaultData
66.34375,3,TempSensor,"2020-12-12 18:36:14.444527",,0,0,defaultData
944.19727,2,PressureSensor,"2020-12-12 18:36:19.447494",,0,0,defaultData
14.683594,1,HumiditySensor,"2020-12-12 18:36:19.446795",,0,0,defaultData
66.328125,3,TempSensor,"2020-12-12 18:36:19.447977",,0,0,defaultData
14.96875,1,HumiditySensor,"2020-12-12 18:36:24.446500",,0,0,defaultData
66.265625,3,TempSensor,"2020-12-12 18:36:24.447606",,0,0,defaultData
944.1582,2,PressureSensor,"2020-12-12 18:36:24.447115",,0,0,defaultData
944.1843,2,PressureSensor,"2020-12-12 18:36:29.446741",,0,0,defaultData
14.6953125,1,HumiditySensor,"2020-12-12 18:36:29.446104",,0,0,defaultData
66.359375,3,TempSensor,"2020-12-12 18:36:29.447241",,0,0,defaultData
944.2346,2,PressureSensor,"2020-12-12 18:36:34.447204",,0,0,defaultData
66.3125,3,TempSensor,"2020-12-12 18:36:34.447479",,0,0,defaultData
15.386719,1,HumiditySensor,"2020-12-12 18:36:34.446853",,0,0,defaultData
14.566406,1,HumiditySensor,"2020-12-12 18:36:39.447736",,0,0,defaultData
944.2263,2,PressureSensor,"2020-12-12 18:36:39.448351",,0,0,defaultData
66.15625,3,TempSensor,"2020-12-12 18:36:39.449112",,0,0,defaultData
14.582031,1,HumiditySensor,"2020-12-12 18:36:44.447386",,0,0,defaultData
66.265625,3,TempSensor,"2020-12-12 18:36:44.449283",,0,0,defaultData
944.12866,2,PressureSensor,"2020-12-12 18:36:44.448195",,0,0,defaultData
944.21484,2,PressureSensor,"2020-12-12 18:36:49.449448",,0,0,defaultData
14.4375,1,HumiditySensor,"2020-12-12 18:36:49.448962",,0,0,defaultData
66.296875,3,TempSensor,"2020-12-12 18:36:49.449832",,0,0,defaultData
944.18115,2,PressureSensor,"2020-12-12 18:36:54.448565",,0,0,defaultData
66.390625,3,TempSensor,"2020-12-12 18:36:54.449060",,0,0,defaultData
14.546875,1,HumiditySensor,"2020-12-12 18:36:54.447939",,0,0,defaultData
14.8984375,1,HumiditySensor,"2020-12-12 18:36:59.447303",,0,0,defaultData
66.21875,3,TempSensor,"2020-12-12 18:36:59.448421",,0,0,defaultData
944.1841,2,PressureSensor,"2020-12-12 18:36:59.447927",,0,0,defaultData
66.28125,3,TempSensor,"2020-12-12 18:37:04.448618",,0,0,defaultData
944.25635,2,PressureSensor,"2020-12-12 18:37:04.447993",,0,0,defaultData
14.9453125,1,HumiditySensor,"2020-12-12 18:37:04.447362",,0,0,defaultData
66.34375,3,TempSensor,"2020-12-12 18:37:09.447426",,0,0,defaultData
944.1809,2,PressureSensor,"2020-12-12 18:37:09.447040",,0,0,defaultData
14.644531,1,HumiditySensor,"2020-12-12 18:37:09.446535",,0,0,defaultData
14.972656,1,HumiditySensor,"2020-12-12 18:37:14.447917",,0,0,defaultData
66.3125,3,TempSensor,"2020-12-12 18:37:14.449063",,0,0,defaultData
944.1946,2,PressureSensor,"2020-12-12 18:37:14.448548",,0,0,defaultData
14.109375,1,HumiditySensor,"2020-12-12 18:37:19.450074",,0,0,defaultData
944.2473,2,PressureSensor,"2020-12-12 18:37:19.450670",,0,0,defaultData
66.328125,3,TempSensor,"2020-12-12 18:37:19.451064",,0,0,defaultData
66.1875,3,TempSensor,"2020-12-12 18:37:24.447280",,0,0,defaultData
14.234375,1,HumiditySensor,"2020-12-12 18:37:24.446150",,0,0,defaultData
944.23315,2,PressureSensor,"2020-12-12 18:37:24.446779",,0,0,defaultData
66.28125,3,TempSensor,"2020-12-12 18:37:29.444816",,0,0,defaultData
944.1824,2,PressureSensor,"2020-12-12 18:37:29.444320",,0,0,defaultData
14.246094,1,HumiditySensor,"2020-12-12 18:37:29.443700",,0,0,defaultData
14.300781,1,HumiditySensor,"2020-12-12 18:37:34.444372",,0,0,defaultData
944.14746,2,PressureSensor,"2020-12-12 18:37:34.444790",,0,0,defaultData
66.28125,3,TempSensor,"2020-12-12 18:37:34.445126",,0,0,defaultData
15.167969,1,HumiditySensor,"2020-12-12 18:37:39.448280",,0,0,defaultData
66.21875,3,TempSensor,"2020-12-12 18:37:39.449421",,0,0,defaultData
944.16943,2,PressureSensor,"2020-12-12 18:37:39.448899",,0,0,defaultData
14.785156,1,HumiditySensor,"2020-12-12 18:37:44.445390",,0,0,defaultData
944.22046,2,PressureSensor,"2020-12-12 18:37:44.446044",,0,0,defaultData
66.359375,3,TempSensor,"2020-12-12 18:37:44.446497",,0,0,defaultData
14.2890625,1,HumiditySensor,"2020-12-12 18:37:49.443558",,0,0,defaultData
